"","rider","location","number","finish","lap","time","behind","place","year","round","moto","track","date","race_id","class","type","points"
"8045","JACOB FREDERICKSON","Alberta","120",31,7,148.944,107.703,22,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8046","JACOB FREDERICKSON","Alberta","120",31,8,150.574,119.273,21,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8047","JACOB FREDERICKSON","Alberta","120",31,9,183.489,165.416,26,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8048","JACOB FREDERICKSON","Alberta","120",31,10,161.915,188.957,26,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8049","JACOB FREDERICKSON","Alberta","120",31,11,159.707,208.055,26,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8050","JACOB FREDERICKSON","Alberta","120",31,12,220.544,292.906,31,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8051","NATHAN KNOX","Alberta","211",32,1,93.542,33.542,37,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8052","NATHAN KNOX","Alberta","211",32,2,161.865,60.977,36,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8053","NATHAN KNOX","Alberta","211",32,3,160.292,85.782,37,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8054","NATHAN KNOX","Alberta","211",32,4,160.399,110.588,37,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8055","NATHAN KNOX","Alberta","211",32,5,160.266,134.703,36,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8056","NATHAN KNOX","Alberta","211",32,6,167.182,164.663,36,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8057","NATHAN KNOX","Alberta","211",32,7,164.551,192.181,34,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8058","NATHAN KNOX","Alberta","211",32,8,164.774,217.951,34,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8059","NATHAN KNOX","Alberta","211",32,9,165.558,246.163,33,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8060","NATHAN KNOX","Alberta","211",32,10,161.316,269.105,32,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8061","NATHAN KNOX","Alberta","211",32,11,197.852,326.348,32,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8062","KAISER STRODE","Washington","146",33,1,86.973,26.973,31,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8063","KAISER STRODE","Washington","146",33,2,159.837,52.38,33,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8064","KAISER STRODE","Washington","146",33,3,161.036,77.929,36,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8065","KAISER STRODE","Washington","146",33,4,165.724,108.06,36,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8066","KAISER STRODE","Washington","146",33,5,169.205,141.114,37,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8067","KAISER STRODE","Washington","146",33,6,172.574,176.466,37,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8068","KAISER STRODE","Washington","146",33,7,171.335,210.768,35,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8069","KAISER STRODE","Washington","146",33,8,172.637,244.401,35,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8070","KAISER STRODE","Washington","146",33,9,182.448,289.503,34,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8071","KAISER STRODE","Washington","146",33,10,180.957,332.086,33,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8072","KAISER STRODE","Washington","146",33,11,176.325,367.802,33,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8073","SEBASTIEN RACINE","Ontario","12",34,1,67.595,7.595,5,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8074","SEBASTIEN RACINE","Ontario","12",34,2,134.897,8.062,5,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8075","SEBASTIEN RACINE","Ontario","12",34,3,135.852,8.427,4,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8076","SEBASTIEN RACINE","Ontario","12",34,4,135.088,7.922,2,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8077","SEBASTIEN RACINE","Ontario","12",34,5,146.378,18.149,4,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8078","SEBASTIEN RACINE","Ontario","12",34,6,134.069,14.996,3,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8079","SEBASTIEN RACINE","Ontario","12",34,7,134.956,12.919,3,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8080","SEBASTIEN RACINE","Ontario","12",34,8,135.638,9.553,3,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8081","SEBASTIEN RACINE","Ontario","12",34,9,135.802,8.009,2,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8082","CORENTIN DIETZ","Quebec","975",35,1,84.252,24.252,28,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8083","CORENTIN DIETZ","Quebec","975",35,2,150.856,40.678,26,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8084","CORENTIN DIETZ","Quebec","975",35,3,147.873,53.064,25,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8085","CORENTIN DIETZ","Quebec","975",35,4,149.517,66.988,23,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8086","CORENTIN DIETZ","Quebec","975",35,5,146.354,77.191,22,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8087","CORENTIN DIETZ","Quebec","975",35,6,149.071,89.04,21,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8088","CORENTIN DIETZ","Quebec","975",35,7,154.121,106.128,21,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8089","CORENTIN DIETZ","Quebec","975",35,8,159.034,126.158,25,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8090","CORENTIN DIETZ","Quebec","975",35,9,581.131,569.943,35,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8091","BRADEN SPANGLE","Washington","113",36,1,67.958,7.958,6,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8092","BRADEN SPANGLE","Washington","113",36,2,142.689,16.217,6,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8093","BRADEN SPANGLE","Washington","113",36,3,149.768,30.498,15,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8094","BRADEN SPANGLE","Washington","113",36,4,145.753,40.658,14,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8095","BRADEN SPANGLE","Washington","113",36,5,149.735,54.242,18,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8096","BRADEN SPANGLE","Washington","113",36,6,150.966,67.986,19,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8097","TYLER MEDAGLIA","Ontario","5",37,1,87.122,27.122,32,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8098","TYLER MEDAGLIA","Ontario","5",37,2,144.313,37.005,22,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8099","TYLER MEDAGLIA","Ontario","5",37,3,140.784,42.302,20,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8100","TYLER MEDAGLIA","Ontario","5",37,4,141.64,48.349,20,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8101","TYLER MEDAGLIA","Ontario","5",37,5,142.599,54.797,19,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8102","TYLER MEDAGLIA","Ontario","5",37,6,194.098,111.673,29,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8103","DYLAN REMPEL","Ontario","19",38,1,60.602,0.602,2,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8104","DYLAN REMPEL","Ontario","19",38,2,138.449,4.621,2,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8105","DYLAN REMPEL","Ontario","19",38,3,138.515,7.649,2,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8106","REED STEVER","Washington","123",39,1,97.767,37.767,39,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8107","REED STEVER","Washington","123",39,2,168.754,72.091,38,2024,2,1,"Lethbridge MX",2024-06-09,"250_2024_3","250","mx",0
"8108","KAVEN BENOIT","Quebec","26",1,1,62.164,2.164,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8109","KAVEN BENOIT","Quebec","26",1,2,135.92,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8110","KAVEN BENOIT","Quebec","26",1,3,135.179,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8111","KAVEN BENOIT","Quebec","26",1,4,135.71,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8112","KAVEN BENOIT","Quebec","26",1,5,134.929,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8113","KAVEN BENOIT","Quebec","26",1,6,135.945,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8114","KAVEN BENOIT","Quebec","26",1,7,136.083,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8115","KAVEN BENOIT","Quebec","26",1,8,138.437,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8116","KAVEN BENOIT","Quebec","26",1,9,138.881,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8117","KAVEN BENOIT","Quebec","26",1,10,139.612,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8118","KAVEN BENOIT","Quebec","26",1,11,140.031,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8119","KAVEN BENOIT","Quebec","26",1,12,140.96,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8120","KAVEN BENOIT","Quebec","26",1,13,142.527,0,1,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",25
"8121","SEBASTIEN RACINE","Ontario","12",2,1,66.849,6.849,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8122","SEBASTIEN RACINE","Ontario","12",2,2,138.354,7.119,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8123","SEBASTIEN RACINE","Ontario","12",2,3,138.075,10.015,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8124","SEBASTIEN RACINE","Ontario","12",2,4,135.795,10.1,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8125","SEBASTIEN RACINE","Ontario","12",2,5,135.897,11.068,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8126","SEBASTIEN RACINE","Ontario","12",2,6,136.687,11.81,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8127","SEBASTIEN RACINE","Ontario","12",2,7,136.952,12.679,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8128","SEBASTIEN RACINE","Ontario","12",2,8,138.278,12.52,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8129","SEBASTIEN RACINE","Ontario","12",2,9,139.357,12.996,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8130","SEBASTIEN RACINE","Ontario","12",2,10,140.298,13.682,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8131","SEBASTIEN RACINE","Ontario","12",2,11,140.414,14.065,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8132","SEBASTIEN RACINE","Ontario","12",2,12,140.145,13.25,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8133","SEBASTIEN RACINE","Ontario","12",2,13,139.668,10.391,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",22
"8134","WYATT KERR","Ontario","59",3,1,65.97,5.97,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8135","WYATT KERR","Ontario","59",3,2,138.882,6.768,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8136","WYATT KERR","Ontario","59",3,3,138.074,9.663,2,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8137","WYATT KERR","Ontario","59",3,4,138.925,12.878,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8138","WYATT KERR","Ontario","59",3,5,138.359,16.308,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8139","WYATT KERR","Ontario","59",3,6,138.466,18.829,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8140","WYATT KERR","Ontario","59",3,7,138.314,21.06,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8141","WYATT KERR","Ontario","59",3,8,138.891,21.514,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8142","WYATT KERR","Ontario","59",3,9,141.438,24.071,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8143","WYATT KERR","Ontario","59",3,10,141.606,26.065,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8144","WYATT KERR","Ontario","59",3,11,140.99,27.024,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8145","WYATT KERR","Ontario","59",3,12,142.136,28.2,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8146","WYATT KERR","Ontario","59",3,13,143.556,29.229,3,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",20
"8147","EVAN STICE","Idaho","316",4,1,67.759,7.759,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8148","EVAN STICE","Idaho","316",4,2,139.508,9.183,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8149","EVAN STICE","Idaho","316",4,3,139.519,13.523,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8150","EVAN STICE","Idaho","316",4,4,138.578,16.391,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8151","EVAN STICE","Idaho","316",4,5,139.451,20.913,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8152","EVAN STICE","Idaho","316",4,6,139.559,24.527,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8153","EVAN STICE","Idaho","316",4,7,139.176,27.62,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8154","EVAN STICE","Idaho","316",4,8,139.883,29.066,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8155","EVAN STICE","Idaho","316",4,9,140.382,30.567,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8156","EVAN STICE","Idaho","316",4,10,142.321,33.276,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8157","EVAN STICE","Idaho","316",4,11,142.574,35.819,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8158","EVAN STICE","Idaho","316",4,12,140.6,35.459,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8159","EVAN STICE","Idaho","316",4,13,142.44,35.372,4,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",18
"8160","QUINN AMYOTTE","Ontario","14",5,1,68.804,8.804,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8161","QUINN AMYOTTE","Ontario","14",5,2,143.152,13.872,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8162","QUINN AMYOTTE","Ontario","14",5,3,139.239,17.932,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8163","QUINN AMYOTTE","Ontario","14",5,4,139.29,21.512,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8164","QUINN AMYOTTE","Ontario","14",5,5,139.254,25.837,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8165","QUINN AMYOTTE","Ontario","14",5,6,139.762,29.654,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8166","QUINN AMYOTTE","Ontario","14",5,7,139.876,33.447,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8167","QUINN AMYOTTE","Ontario","14",5,8,140.511,35.521,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8168","QUINN AMYOTTE","Ontario","14",5,9,140.232,36.872,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8169","QUINN AMYOTTE","Ontario","14",5,10,142.529,39.789,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8170","QUINN AMYOTTE","Ontario","14",5,11,141.33,41.088,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8171","QUINN AMYOTTE","Ontario","14",5,12,139.347,39.475,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8172","QUINN AMYOTTE","Ontario","14",5,13,154.877,51.825,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",16
"8173","TIGER WOOD","Australia","143",6,1,69.362,9.362,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8174","TIGER WOOD","Australia","143",6,2,139.235,10.513,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8175","TIGER WOOD","Australia","143",6,3,138.892,14.226,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8176","TIGER WOOD","Australia","143",6,4,138.652,17.168,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8177","TIGER WOOD","Australia","143",6,5,140.02,22.259,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8178","TIGER WOOD","Australia","143",6,6,139.525,25.839,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8179","TIGER WOOD","Australia","143",6,7,141.454,31.21,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8180","TIGER WOOD","Australia","143",6,8,141.858,34.631,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8181","TIGER WOOD","Australia","143",6,9,140.641,36.391,5,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8182","TIGER WOOD","Australia","143",6,10,147.824,44.603,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8183","TIGER WOOD","Australia","143",6,11,145.419,49.991,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8184","TIGER WOOD","Australia","143",6,12,147.409,56.44,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8185","TIGER WOOD","Australia","143",6,13,147.945,61.858,6,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",15
"8186","GAGE LINVILLE","Georgia","402",7,1,72.887,12.887,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8187","GAGE LINVILLE","Georgia","402",7,2,140.476,15.279,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8188","GAGE LINVILLE","Georgia","402",7,3,139.242,19.342,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8189","GAGE LINVILLE","Georgia","402",7,4,138.665,22.297,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8190","GAGE LINVILLE","Georgia","402",7,5,139.998,27.366,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8191","GAGE LINVILLE","Georgia","402",7,6,140.139,31.56,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8192","GAGE LINVILLE","Georgia","402",7,7,142.056,37.533,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8193","GAGE LINVILLE","Georgia","402",7,8,142.842,41.938,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8194","GAGE LINVILLE","Georgia","402",7,9,145.72,48.777,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8195","GAGE LINVILLE","Georgia","402",7,10,145.715,54.88,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8196","GAGE LINVILLE","Georgia","402",7,11,145.048,59.897,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8197","GAGE LINVILLE","Georgia","402",7,12,144.258,63.195,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8198","GAGE LINVILLE","Georgia","402",7,13,144.494,65.162,7,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",14
"8199","AUSTIN JONES","Ontario","30",8,1,76.024,16.024,14,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8200","AUSTIN JONES","Ontario","30",8,2,141.889,19.829,11,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8201","AUSTIN JONES","Ontario","30",8,3,141.701,26.351,10,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8202","AUSTIN JONES","Ontario","30",8,4,140.532,31.173,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8203","AUSTIN JONES","Ontario","30",8,5,141.372,37.616,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8204","AUSTIN JONES","Ontario","30",8,6,140.468,42.139,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8205","AUSTIN JONES","Ontario","30",8,7,141.635,47.691,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8206","AUSTIN JONES","Ontario","30",8,8,143.871,53.125,8,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8207","AUSTIN JONES","Ontario","30",8,9,142.614,56.858,8,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8208","AUSTIN JONES","Ontario","30",8,10,144.427,61.673,8,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8209","AUSTIN JONES","Ontario","30",8,11,144.419,66.061,8,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8210","AUSTIN JONES","Ontario","30",8,12,141.937,67.038,8,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8211","AUSTIN JONES","Ontario","30",8,13,143.796,68.307,8,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",13
"8212","TYLER YATES","British Columbia","33",9,1,71.921,11.921,8,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8213","TYLER YATES","British Columbia","33",9,2,143.922,17.759,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8214","TYLER YATES","British Columbia","33",9,3,142.685,25.265,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8215","TYLER YATES","British Columbia","33",9,4,142.883,32.438,10,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8216","TYLER YATES","British Columbia","33",9,5,141.826,39.335,10,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8217","TYLER YATES","British Columbia","33",9,6,142.021,45.411,10,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8218","TYLER YATES","British Columbia","33",9,7,142.318,51.646,10,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8219","TYLER YATES","British Columbia","33",9,8,142.034,55.243,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8220","TYLER YATES","British Columbia","33",9,9,142.191,58.553,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8221","TYLER YATES","British Columbia","33",9,10,145.346,64.287,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8222","TYLER YATES","British Columbia","33",9,11,142.142,66.398,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8223","TYLER YATES","British Columbia","33",9,12,143.822,69.26,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8224","TYLER YATES","British Columbia","33",9,13,143.332,70.065,9,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",12
"8225","TANNER SCOTT","Ontario","25",10,1,78.025,18.025,17,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",11
"8226","TANNER SCOTT","Ontario","25",10,2,144.815,24.756,15,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",11
"8227","TANNER SCOTT","Ontario","25",10,3,142.923,32.5,15,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",11
"8228","TANNER SCOTT","Ontario","25",10,4,142.887,39.677,12,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",11
"8229","TANNER SCOTT","Ontario","25",10,5,142.197,46.945,12,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",11
"8230","TANNER SCOTT","Ontario","25",10,6,141.874,52.874,12,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",11
"8231","TANNER SCOTT","Ontario","25",10,7,142.121,58.912,12,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",11
"8232","TANNER SCOTT","Ontario","25",10,8,141.636,62.111,11,2024,2,2,"Lethbridge MX",2024-06-09,"250_2024_4","250","mx",11
