"","rider","location","number","finish","lap","time","behind","place","year","round","moto","track","date","race_id","class","type","points"
"179","PARKER EALES","British Columbia","18",11,9,141.04,91.375,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",10
"180","PARKER EALES","British Columbia","18",11,10,139.81,100.546,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",10
"181","PARKER EALES","British Columbia","18",11,11,139.474,108.064,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",10
"182","PARKER EALES","British Columbia","18",11,12,138.816,116.409,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",10
"183","PARKER EALES","British Columbia","18",11,13,139.383,123.173,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",10
"184","PARKER EALES","British Columbia","18",11,14,139.466,129.363,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",10
"185","PARKER EALES","British Columbia","18",11,15,141.147,136.068,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",10
"186","PARKER EALES","British Columbia","18",11,16,141.387,145.237,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",10
"187","DANIEL ELMORE","British Columbia","377",12,1,71.127,11.127,10,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"188","DANIEL ELMORE","British Columbia","377",12,2,136.584,16.407,10,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"189","DANIEL ELMORE","British Columbia","377",12,3,138.058,24.918,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"190","DANIEL ELMORE","British Columbia","377",12,4,138.896,34.265,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"191","DANIEL ELMORE","British Columbia","377",12,5,138.676,42.871,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"192","DANIEL ELMORE","British Columbia","377",12,6,139.036,52.303,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"193","DANIEL ELMORE","British Columbia","377",12,7,142.858,65.954,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"194","DANIEL ELMORE","British Columbia","377",12,8,141.039,77.102,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"195","DANIEL ELMORE","British Columbia","377",12,9,142.816,89.583,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"196","DANIEL ELMORE","British Columbia","377",12,10,142.196,101.14,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"197","DANIEL ELMORE","British Columbia","377",12,11,140.021,109.205,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"198","DANIEL ELMORE","British Columbia","377",12,12,140.564,119.298,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"199","DANIEL ELMORE","British Columbia","377",12,13,140.304,126.983,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"200","DANIEL ELMORE","British Columbia","377",12,14,142.586,136.293,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"201","DANIEL ELMORE","British Columbia","377",12,15,143.038,144.889,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"202","DANIEL ELMORE","British Columbia","377",12,16,141.088,153.759,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",9
"203","NICK COLLINS","Alberta","711",13,1,66.799,6.799,6,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"204","NICK COLLINS","Alberta","711",13,2,138.126,13.621,7,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"205","NICK COLLINS","Alberta","711",13,3,138.565,22.639,9,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"206","NICK COLLINS","Alberta","711",13,4,137.152,30.242,9,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"207","NICK COLLINS","Alberta","711",13,5,138.545,38.717,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"208","NICK COLLINS","Alberta","711",13,6,138.816,47.929,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"209","NICK COLLINS","Alberta","711",13,7,140.963,59.685,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"210","NICK COLLINS","Alberta","711",13,8,141.877,71.671,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"211","NICK COLLINS","Alberta","711",13,9,142.106,83.442,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"212","NICK COLLINS","Alberta","711",13,10,142.384,95.187,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"213","NICK COLLINS","Alberta","711",13,11,142.467,105.698,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"214","NICK COLLINS","Alberta","711",13,12,142.393,117.62,12,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"215","NICK COLLINS","Alberta","711",13,13,143.006,128.007,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"216","NICK COLLINS","Alberta","711",13,14,143.157,137.888,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"217","NICK COLLINS","Alberta","711",13,15,142.939,146.385,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"218","NICK COLLINS","Alberta","711",13,16,141.476,155.643,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",8
"219","TEREN GERBER","Alberta","482",14,1,78.314,18.314,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"220","TEREN GERBER","Alberta","482",14,2,141.322,28.332,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"221","TEREN GERBER","Alberta","482",14,3,139.5,38.285,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"222","TEREN GERBER","Alberta","482",14,4,140.571,49.307,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"223","TEREN GERBER","Alberta","482",14,5,138.268,57.505,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"224","TEREN GERBER","Alberta","482",14,6,140.727,68.628,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"225","TEREN GERBER","Alberta","482",14,7,138.898,78.319,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"226","TEREN GERBER","Alberta","482",14,8,140.091,88.519,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"227","TEREN GERBER","Alberta","482",14,9,139.536,97.72,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"228","TEREN GERBER","Alberta","482",14,10,141.209,108.29,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"229","TEREN GERBER","Alberta","482",14,11,139.98,116.314,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"230","TEREN GERBER","Alberta","482",14,12,140.473,126.316,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"231","TEREN GERBER","Alberta","482",14,13,142.039,135.736,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"232","TEREN GERBER","Alberta","482",14,14,142.135,144.595,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"233","TEREN GERBER","Alberta","482",14,15,141.403,151.556,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"234","TEREN GERBER","Alberta","482",14,16,137.801,157.139,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",7
"235","CHANCE BLACKBURN","Washington","246",15,1,71.148,11.148,11,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"236","CHANCE BLACKBURN","Washington","246",15,2,141.799,21.643,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"237","CHANCE BLACKBURN","Washington","246",15,3,138.917,31.013,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"238","CHANCE BLACKBURN","Washington","246",15,4,140.859,42.323,13,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"239","CHANCE BLACKBURN","Washington","246",15,5,141.306,53.559,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"240","CHANCE BLACKBURN","Washington","246",15,6,141.804,65.759,14,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"241","CHANCE BLACKBURN","Washington","246",15,7,143.006,79.558,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"242","CHANCE BLACKBURN","Washington","246",15,8,141.493,91.16,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"243","CHANCE BLACKBURN","Washington","246",15,9,140.381,101.206,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"244","CHANCE BLACKBURN","Washington","246",15,10,140.269,110.836,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"245","CHANCE BLACKBURN","Washington","246",15,11,142.088,120.968,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"246","CHANCE BLACKBURN","Washington","246",15,12,143.115,133.612,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"247","CHANCE BLACKBURN","Washington","246",15,13,145.202,146.195,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"248","CHANCE BLACKBURN","Washington","246",15,14,142.984,155.903,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"249","CHANCE BLACKBURN","Washington","246",15,15,144.15,165.611,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"250","CHANCE BLACKBURN","Washington","246",15,16,147.368,180.761,15,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",6
"251","CRAYDEN DILLON","Ontario","50",16,1,75.707,15.707,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"252","CRAYDEN DILLON","Ontario","50",16,2,145.021,29.424,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"253","CRAYDEN DILLON","Ontario","50",16,3,140.319,40.196,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"254","CRAYDEN DILLON","Ontario","50",16,4,140.718,51.365,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"255","CRAYDEN DILLON","Ontario","50",16,5,140.179,61.474,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"256","CRAYDEN DILLON","Ontario","50",16,6,141.075,72.945,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"257","CRAYDEN DILLON","Ontario","50",16,7,140.271,84.009,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"258","CRAYDEN DILLON","Ontario","50",16,8,141.154,95.272,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"259","CRAYDEN DILLON","Ontario","50",16,9,141.468,106.405,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"260","CRAYDEN DILLON","Ontario","50",16,10,143.312,119.078,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"261","CRAYDEN DILLON","Ontario","50",16,11,144.669,131.791,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"262","CRAYDEN DILLON","Ontario","50",16,12,146.882,148.202,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"263","CRAYDEN DILLON","Ontario","50",16,13,146.731,162.314,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"264","CRAYDEN DILLON","Ontario","50",16,14,147.53,176.568,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"265","CRAYDEN DILLON","Ontario","50",16,15,148.817,190.943,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"266","CRAYDEN DILLON","Ontario","50",16,16,146.945,205.67,16,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",5
"267","BROCK HENRY","British Columbia","252",17,1,82.188,22.188,25,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"268","BROCK HENRY","British Columbia","252",17,2,146.625,37.509,22,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"269","BROCK HENRY","British Columbia","252",17,3,142.865,50.827,20,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"270","BROCK HENRY","British Columbia","252",17,4,142.511,63.789,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"271","BROCK HENRY","British Columbia","252",17,5,140.668,74.387,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"272","BROCK HENRY","British Columbia","252",17,6,141.7,86.483,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"273","BROCK HENRY","British Columbia","252",17,7,142.628,99.904,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"274","BROCK HENRY","British Columbia","252",17,8,142.421,112.434,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"275","BROCK HENRY","British Columbia","252",17,9,141.859,123.958,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"276","BROCK HENRY","British Columbia","252",17,10,141.796,135.115,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"277","BROCK HENRY","British Columbia","252",17,11,147.064,150.223,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"278","BROCK HENRY","British Columbia","252",17,12,143.298,163.05,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"279","BROCK HENRY","British Columbia","252",17,13,146.066,176.497,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"280","BROCK HENRY","British Columbia","252",17,14,146.267,189.488,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"281","BROCK HENRY","British Columbia","252",17,15,142.677,197.723,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"282","BROCK HENRY","British Columbia","252",17,16,144.092,209.597,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",4
"283","CHARLIE JOHNSTON","Alberta","85",18,1,77.186,17.186,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"284","CHARLIE JOHNSTON","Alberta","85",18,2,146.366,32.248,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"285","CHARLIE JOHNSTON","Alberta","85",18,3,142.685,45.386,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"286","CHARLIE JOHNSTON","Alberta","85",18,4,142.139,57.976,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"287","CHARLIE JOHNSTON","Alberta","85",18,5,141.644,69.55,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"288","CHARLIE JOHNSTON","Alberta","85",18,6,141.261,81.207,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"289","CHARLIE JOHNSTON","Alberta","85",18,7,143.359,95.359,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"290","CHARLIE JOHNSTON","Alberta","85",18,8,143.017,108.485,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"291","CHARLIE JOHNSTON","Alberta","85",18,9,143.113,121.263,17,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"292","CHARLIE JOHNSTON","Alberta","85",18,10,146.053,136.677,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"293","CHARLIE JOHNSTON","Alberta","85",18,11,148.565,153.286,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"294","CHARLIE JOHNSTON","Alberta","85",18,12,144.839,167.654,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"295","CHARLIE JOHNSTON","Alberta","85",18,13,146.58,181.615,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"296","CHARLIE JOHNSTON","Alberta","85",18,14,147.471,195.81,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"297","CHARLIE JOHNSTON","Alberta","85",18,15,145.338,206.706,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"298","CHARLIE JOHNSTON","Alberta","85",18,16,146.166,220.654,18,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",3
"299","BRYANT HUMISTON","Wyoming","88",19,1,80.257,20.257,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"300","BRYANT HUMISTON","Wyoming","88",19,2,145.918,34.871,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"301","BRYANT HUMISTON","Wyoming","88",19,3,144.746,50.07,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"302","BRYANT HUMISTON","Wyoming","88",19,4,143.991,64.512,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"303","BRYANT HUMISTON","Wyoming","88",19,5,146.537,80.979,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"304","BRYANT HUMISTON","Wyoming","88",19,6,144.222,95.597,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"305","BRYANT HUMISTON","Wyoming","88",19,7,144.453,110.843,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"306","BRYANT HUMISTON","Wyoming","88",19,8,143.761,124.713,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"307","BRYANT HUMISTON","Wyoming","88",19,9,145.851,140.229,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"308","BRYANT HUMISTON","Wyoming","88",19,10,145.339,154.929,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"309","BRYANT HUMISTON","Wyoming","88",19,11,144.19,167.163,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"310","BRYANT HUMISTON","Wyoming","88",19,12,146.105,182.797,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"311","BRYANT HUMISTON","Wyoming","88",19,13,146.571,196.749,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"312","BRYANT HUMISTON","Wyoming","88",19,14,143.115,206.588,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"313","BRYANT HUMISTON","Wyoming","88",19,15,144.03,216.176,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"314","BRYANT HUMISTON","Wyoming","88",19,16,149.606,233.564,19,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",2
"315","TOMMY DALLAIRE","Quebec","58",20,1,81.109,21.109,24,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"316","TOMMY DALLAIRE","Quebec","58",20,2,147.121,36.926,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"317","TOMMY DALLAIRE","Quebec","58",20,3,146.79,54.169,22,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"318","TOMMY DALLAIRE","Quebec","58",20,4,146.255,70.875,22,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"319","TOMMY DALLAIRE","Quebec","58",20,5,144.642,85.447,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"320","TOMMY DALLAIRE","Quebec","58",20,6,145.105,100.948,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"321","TOMMY DALLAIRE","Quebec","58",20,7,144.762,116.503,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"322","TOMMY DALLAIRE","Quebec","58",20,8,144.392,131.004,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"323","TOMMY DALLAIRE","Quebec","58",20,9,148.122,148.791,20,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"324","TOMMY DALLAIRE","Quebec","58",20,10,142.901,161.053,20,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"325","TOMMY DALLAIRE","Quebec","58",20,11,144.608,173.705,20,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"326","TOMMY DALLAIRE","Quebec","58",20,12,145.311,188.545,20,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"327","TOMMY DALLAIRE","Quebec","58",20,13,144.024,199.95,20,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"328","TOMMY DALLAIRE","Quebec","58",20,14,143.614,210.288,20,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"329","TOMMY DALLAIRE","Quebec","58",20,15,147.97,223.816,20,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"330","TOMMY DALLAIRE","Quebec","58",20,16,148.358,239.956,20,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",1
"331","TREY GRIFFIN","Saskatchewan","715",21,1,93.463,33.463,28,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"332","TREY GRIFFIN","Saskatchewan","715",21,2,147.116,49.275,27,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"333","TREY GRIFFIN","Saskatchewan","715",21,3,146.377,66.105,26,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"334","TREY GRIFFIN","Saskatchewan","715",21,4,144.064,80.62,26,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"335","TREY GRIFFIN","Saskatchewan","715",21,5,144.552,95.102,25,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"336","TREY GRIFFIN","Saskatchewan","715",21,6,144.004,109.502,24,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"337","TREY GRIFFIN","Saskatchewan","715",21,7,142.569,122.864,24,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"338","TREY GRIFFIN","Saskatchewan","715",21,8,143.414,136.387,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"339","TREY GRIFFIN","Saskatchewan","715",21,9,146.392,152.444,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"340","TREY GRIFFIN","Saskatchewan","715",21,10,144.638,166.443,22,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"341","TREY GRIFFIN","Saskatchewan","715",21,11,146.144,180.631,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"342","TREY GRIFFIN","Saskatchewan","715",21,12,147.294,197.454,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"343","TREY GRIFFIN","Saskatchewan","715",21,13,144.827,209.662,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"344","TREY GRIFFIN","Saskatchewan","715",21,14,145.901,222.287,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"345","TREY GRIFFIN","Saskatchewan","715",21,15,144.83,232.675,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"346","TREY GRIFFIN","Saskatchewan","715",21,16,144.205,244.662,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"347","BRENDAN SIPPLE","Texas","40",22,1,78.991,18.991,21,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"348","BRENDAN SIPPLE","Texas","40",22,2,150.737,38.424,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"349","BRENDAN SIPPLE","Texas","40",22,3,146.096,54.973,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"350","BRENDAN SIPPLE","Texas","40",22,4,146.563,71.987,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"351","BRENDAN SIPPLE","Texas","40",22,5,145.767,87.684,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"352","BRENDAN SIPPLE","Texas","40",22,6,147.931,106.011,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"353","BRENDAN SIPPLE","Texas","40",22,7,143.965,120.769,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"354","BRENDAN SIPPLE","Texas","40",22,8,147.607,138.485,24,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"355","BRENDAN SIPPLE","Texas","40",22,9,145.975,154.125,24,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"356","BRENDAN SIPPLE","Texas","40",22,10,146.929,170.415,24,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"357","BRENDAN SIPPLE","Texas","40",22,11,148.251,186.71,23,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"358","BRENDAN SIPPLE","Texas","40",22,12,145.328,201.567,22,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"359","BRENDAN SIPPLE","Texas","40",22,13,144.858,213.806,22,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"360","BRENDAN SIPPLE","Texas","40",22,14,143.125,223.655,22,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"361","BRENDAN SIPPLE","Texas","40",22,15,143.79,233.003,22,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"362","BRENDAN SIPPLE","Texas","40",22,16,144.354,245.139,22,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"363","CHASE REID","Washington","132",23,1,83.716,23.716,27,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"364","CHASE REID","Washington","132",23,2,147.174,39.586,24,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
"365","CHASE REID","Washington","132",23,3,170.604,80.643,27,2024,1,1,"Wild Rose MX",2024-06-02,"450_2024_1","450","mx",0
